"x","y","pop_250m_grid"
1747125,5426375,2.56756756756757
1747375,5426375,183.842706798804
1747625,5426375,234.378764528155
1748125,5426375,280.937799043062
1748375,5426375,425.946316025313
1748625,5426375,168.496634255796
1748875,5426375,508.095238095238
1749125,5426375,125.893062142138
1749375,5426375,726.708764115384
1749625,5426375,457.367535744323
1750125,5426375,150.72414690334
1750375,5426375,295.763440860215
1750625,5426375,373.566493070378
1750875,5426375,307.90812132948
1751125,5426375,123.129579004921
1752375,5426375,63.7067448680352
1753125,5426375,78.6928104575163
1753375,5426375,71.5359477124183
1758375,5426375,49.006993006993
1758625,5426375,250.231075941602
1758875,5426375,47.9649122807017
1741375,5426625,4.69979296066253
1744125,5426625,66.436911487759
1744375,5426625,6.22222222222222
1746875,5426625,14.034749034749
1747125,5426625,37.5933075933076
1747375,5426625,9.1529334212261
1747625,5426625,210.883468834689
1747875,5426625,77.6861814345992
1748125,5426625,789.455732863628
1748375,5426625,1171.04889296813
1748625,5426625,425.146727884197
1748875,5426625,286.339544513457
1749125,5426625,83.7719298245614
1749375,5426625,671.768854020997
1749625,5426625,718.076949868453
1749875,5426625,51.9506834628786
1750125,5426625,27.1764705882353
1750375,5426625,277.873633008358
1750625,5426625,214.640196508229
1750875,5426625,212.101135024207
1751125,5426625,100.995693888343
1753125,5426625,16.6666666666667
1753375,5426625,25
1758625,5426625,156.605901116428
1758875,5426625,87.8141945773525
1741125,5426875,4.76190476190476
1741375,5426875,2.31884057971015
1744125,5426875,32.0480225988701
1744375,5426875,195.310137338662
1746625,5426875,13.1428571428571
1746875,5426875,105.84912776992
1747125,5426875,139.881544911248
1747375,5426875,13.7837837837838
1747625,5426875,255.894892113478
1747875,5426875,617.89939146394
1748125,5426875,751.435494913358
1748375,5426875,611.893710172479
1748625,5426875,926.831840075775
1748875,5426875,917.341540177198
1749125,5426875,744.940809968848
1749375,5426875,518.382799145299
1749625,5426875,742.563038418219
1749875,5426875,296.761904761905
1750375,5426875,103.962684581402
1750625,5426875,202.148100013925
1750875,5426875,190.666523533427
1751125,5426875,32.1428571428571
1752625,5426875,2.54545454545455
1758625,5426875,124.646153846154
1758875,5426875,65.7
1741125,5427125,2.38095238095238
1741375,5427125,4.69979296066253
1744125,5427125,116.944444444444
1744375,5427125,352.992429899731
1744625,5427125,47.8063241106719
1745625,5427125,2.66666666666667
1745875,5427125,96.808510638298
1746125,5427125,222.990995289762
1746375,5427125,42.8571428571429
1746625,5427125,2.19047619047619
1746875,5427125,177.949080622348
1747125,5427125,147.019703917681
1747375,5427125,119.676248154509
1747625,5427125,249.633478115603
1747875,5427125,633.246721873359
1748125,5427125,479.739646590849
1748375,5427125,508.134785248562
1748625,5427125,749.141453762995
1748875,5427125,1395.02871709512
1749125,5427125,832.266681580513
1749375,5427125,330.09886840862
1749625,5427125,686.360371386771
1749875,5427125,331.416708146673
1750125,5427125,79.6832602199758
1750375,5427125,149.723703411342
1750625,5427125,202.199418466806
1750875,5427125,187.881659318693
1758625,5427125,185.892378263938
1758875,5427125,124.199082568807
1741375,5427375,4.69979296066253
1743875,5427375,159.635189669088
1744125,5427375,236.521284466425
1744375,5427375,212.645162434074
1744625,5427375,190.079365079365
1744875,5427375,51.4285714285714
1745375,5427375,129.45641025641
1745625,5427375,174.2
1745875,5427375,240.467308420597
1746125,5427375,169.356044870957
1746375,5427375,110.139032927146
1746625,5427375,2.58620689655172
1746875,5427375,38.4863221884498
1747125,5427375,325.642923219241
1747375,5427375,226.378959547322
1747625,5427375,281.63509131251
1747875,5427375,366.727397260274
1748125,5427375,226.788655176507
1748375,5427375,1048.75093407139
1748625,5427375,1629.21828352805
1748875,5427375,813.186150742201
1749125,5427375,461.110260770975
1749375,5427375,120.482374768089
1749625,5427375,121.47636520613
1749875,5427375,300.974040576272
1750125,5427375,302.421918857024
1750375,5427375,310.675117650958
1750625,5427375,190.094414108226
1750875,5427375,231.323671497585
1751125,5427375,7.33333333333333
1758625,5427375,3.85321100917431
1758875,5427375,149.487464678277
1741375,5427625,4.69979296066253
1741625,5427625,2.31884057971015
1743625,5427625,48.8571428571429
1743875,5427625,187.879554028943
1744125,5427625,157.103645294918
1744375,5427625,283.778135894375
1744625,5427625,250.963181230459
1744875,5427625,212.33078033078
1745125,5427625,52.6923076923077
1745375,5427625,243.484432945714
1745625,5427625,238.194529564486
1745875,5427625,203.480761532059
1746125,5427625,197.872347868675
1746375,5427625,205.609661997838
1746625,5427625,83.0554835364273
1746875,5427625,102.457446808511
1747125,5427625,251.834246542849
1747375,5427625,385.579291607776
1747625,5427625,307.592440019
1747875,5427625,374.02199354318
1748125,5427625,52.6993197278912
1748375,5427625,855.770329739276
1748625,5427625,280.751297656734
1748875,5427625,90.6187917277316
1749375,5427625,30
1749625,5427625,121.558441558442
1750375,5427625,16.5
1750625,5427625,149.725955204216
1750875,5427625,440.428714017648
1751125,5427625,12.1487603305785
1741625,5427875,4.69979296066253
1743875,5427875,270.878599161957
1744125,5427875,240.671341478108
1744375,5427875,111.921404973048
1744625,5427875,226.620566252434
1744875,5427875,313.035877364644
1745125,5427875,259.106425702811
1745375,5427875,219.276690499541
1745625,5427875,160.958333804906
1745875,5427875,200.165373629245
1746125,5427875,256.621502941422
1746375,5427875,198.269042170644
1746625,5427875,161.270791160594
1746875,5427875,95.129957047248
1747125,5427875,271.209350527357
1747375,5427875,250.678340342708
1747625,5427875,234.632807944318
1747875,5427875,342.817813854035
1748125,5427875,158.47619047619
1748375,5427875,537.906598664492
1748625,5427875,704.260895127283
1748875,5427875,8.22222222222222
1750875,5427875,8.67768595041322
1741625,5428125,7.08074534161491
1741875,5428125,4.69979296066253
1743625,5428125,2.69230769230769
1743875,5428125,188.273171106754
1744125,5428125,197.734836285561
1744375,5428125,29.625
1744625,5428125,218.115154109589
1744875,5428125,217.830454894536
1745125,5428125,269.220899725718
1745375,5428125,240.811968394714
1745625,5428125,167.414908579466
1745875,5428125,86.9356725146199
1746125,5428125,116.216628527841
1746375,5428125,181.088902096263
1746625,5428125,254.285370879121
1746875,5428125,89.9391534391535
1747125,5428125,212.718203435901
1747375,5428125,365.026389933076
1747625,5428125,140.613588343373
1747875,5428125,108.108239522224
1748125,5428125,132.917956328175
1748375,5428125,536.161190403887
1748625,5428125,920.806061820908
1748875,5428125,58.3809523809524
1741875,5428375,7.08074534161491
1743875,5428375,35.8829844337091
1744125,5428375,11.358024691358
1744375,5428375,97.7818784766795
1744625,5428375,196.678312782358
1744875,5428375,248.406170500136
1745125,5428375,77.5448669859773
1745375,5428375,227.523020561177
1745625,5428375,188.72009569378
1745875,5428375,134.784688995215
1746125,5428375,170.608946608947
1746375,5428375,218.168088130775
1746625,5428375,180.916289090263
1746875,5428375,181.337082322998
1747125,5428375,296.781006512039
1747375,5428375,271.893349418303
1747625,5428375,136.790347690711
1747875,5428375,15.3658536585366
1748125,5428375,13.3707865168539
1748375,5428375,353.771251186982
1748625,5428375,151.304247645762
1748875,5428375,73.3749999999999
1741875,5428625,2.31884057971015
1743375,5428625,5.38461538461539
1743625,5428625,8.07692307692308
1743875,5428625,2.83950617283951
1744375,5428625,64.66837826273
1744625,5428625,170.987431372976
1744875,5428625,154.871579144739
1745125,5428625,136.208597603946
1745375,5428625,236.205444119393
1745625,5428625,195.257421470792
1745875,5428625,231.786188042837
1746125,5428625,152.077720728884
1746375,5428625,219.206722778465
1746625,5428625,207.186313260482
1746875,5428625,125.566930997751
1747125,5428625,253.727030648366
1747375,5428625,221.522132065855
1747625,5428625,205.389105119951
1747875,5428625,268.270240943056
1748125,5428625,73.670374115268
1748375,5428625,159.84126984127
1748625,5428625,78.3359385504907
1748875,5428625,20.4166666666667
1749125,5428625,75
1742125,5428875,7.01863354037267
1743125,5428875,4.63768115942029
1744625,5428875,119.756097560976
1744875,5428875,137.113821138211
1745125,5428875,47.799043062201
1745375,5428875,261.080213518588
1745625,5428875,44.5569620253165
1745875,5428875,56.4864864864865
1746125,5428875,185.692064086423
1746375,5428875,233.579845190026
1746625,5428875,80.475083313958
1746875,5428875,47.0588235294118
1747125,5428875,201.309268600252
1747375,5428875,211.066598360656
1747625,5428875,213.805938825229
1747875,5428875,48.7488908606921
1748125,5428875,374.38984289368
1748375,5428875,354.543521112148
1748625,5428875,60
1748875,5428875,88.8309430682312
1749125,5428875,126.553672316384
1744875,5429125,5
1745125,5429125,2.63157894736842
1745375,5429125,110.042674253201
1746125,5429125,16.5957446808511
1746375,5429125,120.552365326771
1747125,5429125,32.1153846153846
1747375,5429125,179.008152173913
1747625,5429125,138.635392543788
1748375,5429125,294.977303611184
1748625,5429125,208.20499396481
1748875,5429125,54.6456764417807
1749125,5429125,238.366057125447
1749375,5429125,233.308798929407
1745125,5429375,8.07692307692308
1747125,5429375,203.644851455282
1747375,5429375,228.669597785377
1747625,5429375,115.561009817672
1748375,5429375,66.6315789473684
1748625,5429375,399.823233760076
1748875,5429375,296.000475629443
1749125,5429375,191.06346483705
1749375,5429375,238.155019583591
1742375,5429625,4.76190476190476
1742875,5429625,2.69230769230769
1746875,5429625,72.5861492137839
1747125,5429625,235.129225854518
1747375,5429625,195.171881829635
1747625,5429625,104.999945921552
1748625,5429625,106.636036036036
1748875,5429625,330.602496472376
1749125,5429625,199.184486380694
1749375,5429625,51.1111111111111
1742625,5429875,2.31884057971015
1742875,5429875,18.8461538461539
1746875,5429875,48.2698751142248
1747125,5429875,209.418796866391
1747375,5429875,146.157894736842
1747625,5429875,201.506201400938
1747875,5429875,186.829836829837
1748125,5429875,72.2727272727273
1748875,5429875,130.713253012048
1749125,5429875,409.469847968403
1742375,5430125,2.38095238095238
1742625,5430125,5.08474576271186
1742875,5430125,18.096479791395
1743125,5430125,2.69230769230769
1746875,5430125,13.0612244897959
1747125,5430125,9.79591836734694
1747375,5430125,18.7301587301587
1747625,5430125,159.334821428571
1747875,5430125,209.878992535242
1748125,5430125,199.575098814229
1748375,5430125,17.3053589484328
1748875,5430125,44.4300144300144
1749125,5430125,150.724025290067
1749375,5430125,6.66666666666667
1743125,5430375,12.7118644067797
1743375,5430375,20.9387222946545
1747375,5430375,2.53968253968254
1747625,5430375,38.0952380952381
1747875,5430375,195.619047619048
1748125,5430375,137.380434782609
1748375,5430375,185.453921710241
1748625,5430375,217.57984496124
1748875,5430375,176.370869274095
1749125,5430375,164.406327693752
1749375,5430375,118.507984754185
1742125,5430625,2.38095238095238
1743375,5430625,20.638852672751
1747375,5430625,152.516393442623
1747625,5430625,55.483606557377
1747875,5430625,131.981032665964
1748125,5430625,159.838928195093
1748375,5430625,195.116279069767
1748625,5430625,249.758039509877
1748875,5430625,231.936570955926
1749125,5430625,180.442841880342
1749375,5430625,238.647327596416
1749625,5430625,73.9337524177949
1742875,5430875,2.54237288135593
1743375,5430875,5.08474576271186
1743625,5430875,5.08474576271186
1743875,5430875,2.69230769230769
1747375,5430875,61.879746835443
1747625,5430875,218.2
1747875,5430875,42
1748125,5430875,2.46575342465753
1748375,5430875,7.05882352941176
1748625,5430875,201.441176470588
1748875,5430875,252.742612942613
1749125,5430875,137.568376068376
1749375,5430875,119.863636363636
1749625,5430875,60.4545454545454
1749875,5430875,88.0909090909091
1750125,5430875,5.09090909090909
1743625,5431125,2.69230769230769
1747375,5431125,6.07594936708861
1747625,5431125,141.504414942884
1747875,5431125,170.465853658537
1748125,5431125,12
1748375,5431125,74.4
1748625,5431125,20.25
1748875,5431125,43.1196581196581
1749125,5431125,18
1749375,5431125,22
1749625,5431125,2.5
1749875,5431125,89.421052631579
1750125,5431125,102.133971291866
1750375,5431125,10
1743625,5431375,10.7692307692308
1747375,5431375,109.367088607595
1747625,5431375,145.47442626325
1747875,5431375,120.220480061943
1748125,5431375,88.5058175137784
1748375,5431375,194.742069810165
1748625,5431375,191.879395218003
1748875,5431375,87.7850756838099
1749125,5431375,63.7692307692308
1749375,5431375,44.6923076923077
1749625,5431375,63.6434511434511
1749875,5431375,167.339971550498
1750125,5431375,148.684210526316
1750375,5431375,10.9090909090909
1750625,5431375,81.8181818181819
1750875,5431375,2.72727272727273
1743625,5431625,5.38461538461539
1747125,5431625,21
1747375,5431625,109.5
1747625,5431625,107.444444444444
1747875,5431625,68.4390243902439
1748125,5431625,195.90578766718
1748375,5431625,151.50234741784
1748625,5431625,194.788623628286
1748875,5431625,226.60295744262
1749125,5431625,152.818181818182
1749375,5431625,87.1486486486486
1749625,5431625,193.181520217234
1749875,5431625,215.682873466708
1750125,5431625,142.308494729547
1750375,5431625,74.2464114832536
1750625,5431625,106.335227272727
1750875,5431625,134.799679487179
1751125,5431625,11.0290806754221
1747125,5431875,39
1747375,5431875,37.5
1747875,5431875,10.6666666666667
1748125,5431875,181.542694497154
1748375,5431875,148.55403752899
1748625,5431875,167.797017797018
1748875,5431875,238.801877635211
1749125,5431875,203.762647262647
1749375,5431875,236.402408402409
1749625,5431875,123.462442319585
1749875,5431875,250.024236115851
1750125,5431875,217.20738719709
1750375,5431875,141.645833333333
1750625,5431875,111.623134328358
1750875,5431875,101.143341643127
1751125,5431875,146.145952483063
1751375,5431875,44.9850746268657
1743625,5432125,7.92698826597132
1743875,5432125,8.07692307692308
1747875,5432125,69.2039800995025
1748125,5432125,206.690914926832
1748375,5432125,181.45588050776
1748625,5432125,117.828062678063
1748875,5432125,188.037285689828
1749125,5432125,239.717776647973
1749375,5432125,227.066924303766
1749625,5432125,143.373995448995
1749875,5432125,251.305641821946
1750125,5432125,192.851966873706
1750375,5432125,190.801988348531
1750625,5432125,135.36896633852
1750875,5432125,270.624546445188
1751125,5432125,305.251718234574
1751375,5432125,191.126544004117
1751625,5432125,40
1748125,5432375,107.47263681592
1748375,5432375,223.6897287893
1748625,5432375,140.90641025641
1748875,5432375,128.983021216072
1749125,5432375,152.43608201503
1749375,5432375,164.212204424104
1749625,5432375,192.7319044703
1749875,5432375,164.728311359012
1750125,5432375,180.989277951303
1750375,5432375,209.876380754689
1750625,5432375,159.337928695636
1750875,5432375,100.158266480642
1751125,5432375,199.559072922555
1751375,5432375,179.812725167267
1751625,5432375,38.875
1751875,5432375,1.93548387096774
1752125,5432375,23.2258064516129
